"ID","District ID","District Name","State Name","REGION","School Type","Start of Year Status","Equal Mix schools","Majority Non-White schools","Majority White schools","NA schools","TOTAL schools","Percent Equal Mix schools","Percent Majority Non-White schools","Percent Majority White schools","Percent NA schools","Total students","Size_DESC","White_students","Non-White_students","Percent White_students","Percent Non-White students","DISNDX","DISNDX_DESC"
116.00,"0102700","Phenix City","Alabama","South Region","1-Regular school","1-Open",0.00,9.00,2.00,0.00,11.00,0.00,0.81,0.18,0.00,7218.00,"1,000 - 10,000 students",1769.00,5449.00,0.24,0.75,25.78,"25.1 - 50"
117.00,"0102730","Pickens County","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,2.00,0.00,6.00,0.00,0.66,0.33,0.00,2373.00,"1,000 - 10,000 students",832.00,1541.00,0.35,0.64,59.68,"More than 50"
118.00,"0102760","Piedmont City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1131.00,"1,000 - 10,000 students",925.00,206.00,0.81,0.18,7.88,"Less than 10"
119.00,"0102790","Pike County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,3.00,0.00,5.00,0.00,0.40,0.60,0.00,2155.00,"1,000 - 10,000 students",883.00,1272.00,0.40,0.59,33.05,"25.1 - 50"
120.00,"0102820","Randolph County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,7.00,0.00,7.00,0.00,0.00,1.00,0.00,2090.00,"1,000 - 10,000 students",1559.00,531.00,0.74,0.25,21.86,"10 - 25"
121.00,"0102850","Roanoke City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1447.00,"1,000 - 10,000 students",805.00,642.00,0.55,0.44,4.74,"Less than 10"
122.00,"0102880","Russell County","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,3.00,0.00,7.00,0.00,0.57,0.42,0.00,3695.00,"1,000 - 10,000 students",1635.00,2060.00,0.44,0.55,17.36,"10 - 25"
123.00,"0102910","Russellville City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,2614.00,"1,000 - 10,000 students",868.00,1746.00,0.33,0.66,2.63,"Less than 10"
124.00,"0102940","Scottsboro City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,2416.00,"1,000 - 10,000 students",1895.00,521.00,0.78,0.21,2.29,"Less than 10"
125.00,"0102970","Selma City","Alabama","South Region","1-Regular school","1-Open",0.00,9.00,0.00,1.00,10.00,0.00,0.90,0.00,0.10,2587.00,"1,000 - 10,000 students",30.00,2557.00,0.01,0.98,53.28,"More than 50"
126.00,"0103000","Sheffield City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,1043.00,"1,000 - 10,000 students",497.00,546.00,0.47,0.52,2.94,"Less than 10"
127.00,"0103030","Shelby County","Alabama","South Region","1-Regular school","1-Open",0.00,7.00,21.00,0.00,28.00,0.00,0.25,0.75,0.00,21120.00,"10,001 - 50,000 students",14119.00,7001.00,0.66,0.33,25.85,"25.1 - 50"
128.00,"0103062","St Clair County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,18.00,0.00,18.00,0.00,0.00,1.00,0.00,9747.00,"1,000 - 10,000 students",7562.00,2185.00,0.77,0.22,16.39,"10 - 25"
129.00,"0103090","Sumter County","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,1006.00,"1,000 - 10,000 students",5.00,1001.00,4.97017892644135e-03,0.99,30.22,"25.1 - 50"
130.00,"0103120","Sylacauga City","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,2.00,0.00,4.00,0.00,0.50,0.50,0.00,2125.00,"1,000 - 10,000 students",1059.00,1066.00,0.49,0.50,4.76,"Less than 10"
131.00,"0103150","Talladega City","Alabama","South Region","1-Regular school","1-Open",0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,1560.00,"1,000 - 10,000 students",299.00,1261.00,0.19,0.80,6.14,"Less than 10"
132.00,"0103180","Talladega County","Alabama","South Region","1-Regular school","1-Open",0.00,7.00,10.00,0.00,17.00,0.00,0.41,0.58,0.00,7204.00,"1,000 - 10,000 students",4443.00,2761.00,0.61,0.38,27.56,"25.1 - 50"
133.00,"0103210","Tallapoosa County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,3.00,0.00,5.00,0.00,0.40,0.60,0.00,2791.00,"1,000 - 10,000 students",1903.00,888.00,0.68,0.31,37.80,"25.1 - 50"
134.00,"0103240","Tallassee City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1536.00,"1,000 - 10,000 students",956.00,580.00,0.62,0.37,2.03,"Less than 10"
135.00,"0103270","Tarrant City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1271.00,"1,000 - 10,000 students",40.00,1231.00,0.03,0.96,3.48,"Less than 10"
136.00,"0103300","Thomasville City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1056.00,"1,000 - 10,000 students",447.00,609.00,0.42,0.57,2.50,"Less than 10"
137.00,"0103330","Troy City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1763.00,"1,000 - 10,000 students",523.00,1240.00,0.29,0.70,1.60,"Less than 10"
138.00,"0103360","Tuscaloosa City","Alabama","South Region","1-Regular school","1-Open",0.00,15.00,4.00,0.00,19.00,0.00,0.78,0.21,0.00,11186.00,"10,001 - 50,000 students",2455.00,8731.00,0.21,0.78,68.30,"More than 50"
139.00,"0103390","Tuscaloosa County","Alabama","South Region","1-Regular school","1-Open",0.00,14.00,20.00,0.00,34.00,0.00,0.41,0.58,0.00,19135.00,"10,001 - 50,000 students",10570.00,8565.00,0.55,0.44,43.51,"25.1 - 50"
140.00,"0103420","Tuscumbia City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,1513.00,"1,000 - 10,000 students",963.00,550.00,0.63,0.36,5.27,"Less than 10"
141.00,"0103430","Vestavia Hills City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,9.00,0.00,9.00,0.00,0.00,1.00,0.00,7069.00,"1,000 - 10,000 students",5769.00,1300.00,0.81,0.18,8.14,"Less than 10"
142.00,"0103450","Walker County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,16.00,0.00,16.00,0.00,0.00,1.00,0.00,7188.00,"1,000 - 10,000 students",6219.00,969.00,0.86,0.13,26.33,"25.1 - 50"
143.00,"0103480","Washington County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,5.00,0.00,7.00,0.00,0.28,0.71,0.00,2530.00,"1,000 - 10,000 students",1617.00,913.00,0.63,0.36,38.22,"25.1 - 50"
144.00,"0103510","Wilcox County","Alabama","South Region","1-Regular school","1-Open",0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,1240.00,"1,000 - 10,000 students",20.00,1220.00,0.01,0.98,22.54,"10 - 25"
145.00,"0103540","Winfield City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1255.00,"1,000 - 10,000 students",1112.00,143.00,0.88,0.11,3.48,"Less than 10"
146.00,"0103580","Winston County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,9.00,0.00,9.00,0.00,0.00,1.00,0.00,2302.00,"1,000 - 10,000 students",2215.00,87.00,0.96,0.03,13.07,"10 - 25"
147.00,"0200001","Lower Kuskokwim School District","Alaska","West Region","1-Regular school","1-Open",0.00,27.00,0.00,0.00,27.00,0.00,1.00,0.00,0.00,3923.00,"1,000 - 10,000 students",107.00,3816.00,0.02,0.97,65.47,"More than 50"
148.00,"0200003","Lower Yukon School District","Alaska","West Region","1-Regular school","1-Open",0.00,11.00,0.00,0.00,11.00,0.00,1.00,0.00,0.00,2035.00,"1,000 - 10,000 students",5.00,2030.00,2.45700245700246e-03,0.99,57.98,"More than 50"
149.00,"0200004","Yupiit School District","Alaska","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,471.00,"Less than 500 students",0.00,471.00,0.00,1.00,,"NA"
150.00,"0200005","Kashunamiut School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,339.00,"Less than 500 students",0.00,339.00,0.00,1.00,,"NA"
151.00,"0200006","Mount Edgecumbe","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,407.00,"Less than 500 students",24.00,383.00,0.05,0.94,,"NA"
152.00,"0200007","Aleutians East Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,211.00,"Less than 500 students",25.00,186.00,0.11,0.88,10.75,"10 - 25"
153.00,"0200010","Aleutian Region School District","Alaska","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,16.00,"Less than 500 students",2.00,14.00,0.12,0.87,35.71,"25.1 - 50"
154.00,"0200020","Bering Strait School District","Alaska","West Region","1-Regular school","1-Open",0.00,15.00,0.00,0.00,15.00,0.00,1.00,0.00,0.00,1830.00,"1,000 - 10,000 students",23.00,1807.00,0.01,0.98,61.47,"More than 50"
155.00,"0200030","Bristol Bay Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,121.00,"Less than 500 students",24.00,97.00,0.19,0.80,8.76,"Less than 10"
156.00,"0200050","Alaska Gateway School District","Alaska","West Region","1-Regular school","1-Open",0.00,6.00,2.00,0.00,8.00,0.00,0.75,0.25,0.00,386.00,"Less than 500 students",113.00,273.00,0.29,0.70,55.00,"More than 50"
157.00,"0200060","Cordova City School District","Alaska","West Region","1-Regular school","1-Open",1.00,1.00,1.00,0.00,3.00,0.33,0.33,0.33,0.00,340.00,"Less than 500 students",171.00,169.00,0.50,0.49,2.33,"Less than 10"
158.00,"0200070","Copper River School District","Alaska","West Region","1-Regular school","1-Open",1.00,3.00,1.00,0.00,5.00,0.20,0.60,0.20,0.00,400.00,"Less than 500 students",200.00,200.00,0.50,0.50,39.00,"25.1 - 50"
159.00,"0200090","Craig City School District","Alaska","West Region","1-Regular school","1-Open",0.00,2.00,2.00,0.00,4.00,0.00,0.50,0.50,0.00,668.00,"500 - 999 students",364.00,304.00,0.54,0.45,16.33,"10 - 25"
160.00,"0200100","Delta/Greely School District","Alaska","West Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,938.00,"500 - 999 students",736.00,202.00,0.78,0.21,22.33,"10 - 25"
161.00,"0200120","Dillingham City School District","Alaska","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,420.00,"Less than 500 students",50.00,370.00,0.11,0.88,11.62,"10 - 25"
162.00,"0200130","Galena City School District","Alaska","West Region","1-Regular school","1-Open",0.00,3.00,1.00,0.00,4.00,0.00,0.75,0.25,0.00,7177.00,"1,000 - 10,000 students",5141.00,2036.00,0.71,0.28,12.07,"10 - 25"
163.00,"0200150","Ketchikan Gateway Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,3.00,5.00,0.00,8.00,0.00,0.37,0.62,0.00,1972.00,"1,000 - 10,000 students",996.00,976.00,0.50,0.49,12.53,"10 - 25"
164.00,"0200180","Anchorage School District","Alaska","West Region","1-Regular school","1-Open",0.00,53.00,38.00,0.00,91.00,0.00,0.58,0.41,0.00,43114.00,"10,001 - 50,000 students",17762.00,25352.00,0.41,0.58,38.07,"25.1 - 50"
165.00,"0200210","Juneau Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,10.00,3.00,0.00,13.00,0.00,0.76,0.23,0.00,4256.00,"1,000 - 10,000 students",1874.00,2382.00,0.44,0.55,14.57,"10 - 25"
166.00,"0200240","Sitka School District","Alaska","West Region","1-Regular school","1-Open",0.00,3.00,2.00,0.00,5.00,0.00,0.60,0.40,0.00,1073.00,"1,000 - 10,000 students",515.00,558.00,0.47,0.52,5.35,"Less than 10"
167.00,"0200270","Haines Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,262.00,"Less than 500 students",185.00,77.00,0.70,0.29,7.02,"Less than 10"
168.00,"0200300","Hoonah City School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,112.00,"Less than 500 students",14.00,98.00,0.12,0.87,,"NA"
169.00,"0200330","Hydaburg City School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,121.00,"Less than 500 students",39.00,82.00,0.32,0.67,76.70,"More than 50"
170.00,"0200360","Kake City School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,111.00,"Less than 500 students",11.00,100.00,0.09,0.90,,"NA"
171.00,"0200390","Kenai Peninsula Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,4.00,35.00,0.00,39.00,0.00,0.10,0.89,0.00,8431.00,"1,000 - 10,000 students",6010.00,2421.00,0.71,0.28,20.36,"10 - 25"
172.00,"0200450","Klawock City School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,0.00,1.00,2.00,0.00,0.50,0.00,0.50,124.00,"Less than 500 students",31.00,93.00,0.25,0.75,0.00,"Less than 10"
173.00,"0200480","Kodiak Island Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,10.00,2.00,0.00,12.00,0.00,0.83,0.16,0.00,2228.00,"1,000 - 10,000 students",931.00,1297.00,0.41,0.58,27.19,"25.1 - 50"
174.00,"0200485","Lake and Peninsula Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,12.00,1.00,0.00,13.00,0.00,0.92,0.07,0.00,334.00,"Less than 500 students",40.00,294.00,0.11,0.88,71.49,"More than 50"
175.00,"0200510","Matanuska-Susitna Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,0.00,43.00,0.00,43.00,0.00,0.00,1.00,0.00,18406.00,"10,001 - 50,000 students",12502.00,5904.00,0.67,0.32,12.63,"10 - 25"
176.00,"0200520","Iditarod Area School District","Alaska","West Region","1-Regular school","1-Open",0.00,7.00,1.00,0.00,8.00,0.00,0.87,0.12,0.00,306.00,"Less than 500 students",126.00,180.00,0.41,0.58,79.04,"More than 50"
177.00,"0200525","Annette Island School District","Alaska","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,311.00,"Less than 500 students",1.00,310.00,3.21543408360129e-03,0.99,68.06,"More than 50"
178.00,"0200540","Nenana City School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,1858.00,"1,000 - 10,000 students",1206.00,652.00,0.64,0.35,17.97,"10 - 25"
179.00,"0200570","Nome Public Schools","Alaska","West Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,719.00,"500 - 999 students",79.00,640.00,0.10,0.89,13.58,"10 - 25"
180.00,"0200600","Fairbanks North Star Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,9.00,21.00,0.00,30.00,0.00,0.30,0.70,0.00,12125.00,"10,001 - 50,000 students",6846.00,5279.00,0.56,0.43,21.55,"10 - 25"
181.00,"0200610","North Slope Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,10.00,0.00,0.00,10.00,0.00,1.00,0.00,0.00,1990.00,"1,000 - 10,000 students",28.00,1962.00,0.01,0.98,40.46,"25.1 - 50"
182.00,"0200625","Northwest Arctic Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,13.00,0.00,0.00,13.00,0.00,1.00,0.00,0.00,1911.00,"1,000 - 10,000 students",22.00,1889.00,0.01,0.98,56.22,"More than 50"
183.00,"0200630","Pelican City School District","Alaska","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,12.00,"Less than 500 students",12.00,0.00,1.00,0.00,,"NA"
184.00,"0200660","Petersburg Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,438.00,"Less than 500 students",266.00,172.00,0.60,0.39,17.16,"10 - 25"
185.00,"0200670","Pribilof School District","Alaska","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,57.00,"Less than 500 students",0.00,57.00,0.00,1.00,,"NA"
186.00,"0200680","Saint Mary's School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,203.00,"Less than 500 students",1.00,202.00,4.92610837438424e-03,0.99,,"NA"
187.00,"0200690","Skagway School District","Alaska","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,152.00,"Less than 500 students",125.00,27.00,0.82,0.17,,"NA"
188.00,"0200700","Southeast Island School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,7.00,0.00,8.00,0.00,0.12,0.87,0.00,170.00,"Less than 500 students",121.00,49.00,0.71,0.28,26.56,"25.1 - 50"
189.00,"0200710","Southwest Region School District","Alaska","West Region","1-Regular school","1-Open",0.00,8.00,0.00,0.00,8.00,0.00,1.00,0.00,0.00,631.00,"500 - 999 students",11.00,620.00,0.01,0.98,54.39,"More than 50"
190.00,"0200715","Tanana City School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,29.00,"Less than 500 students",0.00,29.00,0.00,1.00,,"NA"
191.00,"0200720","Unalaska City School District","Alaska","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,346.00,"Less than 500 students",48.00,298.00,0.13,0.86,8.52,"Less than 10"
192.00,"0200730","Chatham School District","Alaska","West Region","1-Regular school","1-Open",0.00,2.00,2.00,0.00,4.00,0.00,0.50,0.50,0.00,147.00,"Less than 500 students",61.00,86.00,0.41,0.58,78.80,"More than 50"
193.00,"0200760","Kuspuk School District","Alaska","West Region","1-Regular school","1-Open",0.00,9.00,0.00,0.00,9.00,0.00,1.00,0.00,0.00,318.00,"Less than 500 students",11.00,307.00,0.03,0.96,67.75,"More than 50"
194.00,"0200770","Denali Borough School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,3.00,0.00,4.00,0.00,0.25,0.75,0.00,912.00,"500 - 999 students",589.00,323.00,0.64,0.35,21.50,"10 - 25"
195.00,"0200775","Yukon Flats School District","Alaska","West Region","1-Regular school","1-Open",0.00,6.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,197.00,"Less than 500 students",0.00,197.00,0.00,1.00,,"NA"
196.00,"0200780","Valdez City School District","Alaska","West Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,653.00,"500 - 999 students",425.00,228.00,0.65,0.34,3.67,"Less than 10"
197.00,"0200800","Chugach School District","Alaska","West Region","1-Regular school","1-Open",0.00,3.00,1.00,0.00,4.00,0.00,0.75,0.25,0.00,637.00,"500 - 999 students",449.00,188.00,0.70,0.29,26.75,"25.1 - 50"
198.00,"0200810","Wrangell Public School District","Alaska","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,264.00,"Less than 500 students",117.00,147.00,0.44,0.55,7.55,"Less than 10"
199.00,"0200840","Yakutat School District","Alaska","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,92.00,"Less than 500 students",25.00,67.00,0.27,0.72,65.01,"More than 50"
200.00,"0200862","Yukon-Koyukuk School District","Alaska","West Region","1-Regular school","1-Open",0.00,9.00,1.00,0.00,10.00,0.00,0.90,0.10,0.00,3100.00,"1,000 - 10,000 students",1719.00,1381.00,0.55,0.44,22.38,"10 - 25"
201.00,"0400001","Cave Creek Unified District (4244)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,8.00,0.00,8.00,0.00,0.00,1.00,0.00,4499.00,"1,000 - 10,000 students",3540.00,959.00,0.78,0.21,6.42,"Less than 10"
202.00,"0400003","Chino Valley Unified District (4474)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2438.00,"1,000 - 10,000 students",1597.00,841.00,0.65,0.34,6.15,"Less than 10"
203.00,"0400004","Clarkdale-Jerome Elementary District (4486)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.50,0.50,475.00,"Less than 500 students",309.00,166.00,0.65,0.34,0.00,"Less than 10"
204.00,"0400005","Salome Consolidated Elementary District (4514)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,124.00,"Less than 500 students",40.00,84.00,0.32,0.67,,"NA"
205.00,"0400016","Center for Academic Success Inc. (4191)","Arizona","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,820.00,"500 - 999 students",177.00,643.00,0.21,0.78,69.02,"More than 50"
206.00,"0400018","Pine Forest Education Association Inc. (4201)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,194.00,"Less than 500 students",116.00,78.00,0.59,0.40,,"NA"
207.00,"0400019","Flagstaff Arts And Leadership Academy (4202)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,258.00,"Less than 500 students",170.00,88.00,0.65,0.34,,"NA"
208.00,"0400020","Flagstaff Montessori (4205)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,170.00,"Less than 500 students",125.00,45.00,0.73,0.26,,"NA"
209.00,"0400021","Colorado City Unified District (4370)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,623.00,"500 - 999 students",603.00,20.00,0.96,0.03,16.52,"10 - 25"
210.00,"0400022","Vernon Elementary District (4162)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,123.00,"Less than 500 students",103.00,20.00,0.83,0.16,,"NA"
